Product,Category,Brand,Cost_Price,Sale_Price,order_date,customer_id,Discount_Band,Units Sold,month_num,year,Revenue,Total_Cost,Discount,Discounted_Revenue,Profit
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-08-2023,Mexico,Medium,6,8,2023,1194,540,0,1194,654
MV7,Dynamic Microphone,Shure,174,199,01-08-2023,Mexico,Medium,15,8,2023,2985,2610,0,2985,375
NT1-A,Condenser Microphone,Rode,160,229,01-08-2023,France,Medium,16,8,2023,3664,2560,0,3664,1104
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-08-2023,United States of America,Medium,7,8,2023,1183,826,0,1183,357
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-08-2023,Germany,Medium,16,8,2023,2704,1888,0,2704,816
QuadCast S,Streaming Microphone,HyperX,97,139,01-08-2023,France,Medium,4,8,2023,556,388,0,556,168
QuadCast S,Streaming Microphone,HyperX,97,139,01-08-2023,Germany,Medium,4,8,2023,556,388,0,556,168
QuadCast S,Streaming Microphone,HyperX,97,139,01-08-2023,United States of America,High,28,8,2023,3892,2716,0,3892,1176
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-08-2023,Germany,High,26,8,2023,3874,2704,0,3874,1170
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-08-2023,Canada,High,24,8,2023,4056,2832,0,4056,1224
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-08-2023,Mexico,High,20,8,2023,3380,2360,0,3380,1020
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-08-2023,France,High,27,8,2023,4563,3186,0,4563,1377
QuadCast S,Streaming Microphone,HyperX,97,139,01-08-2023,United States of America,High,25,8,2023,3475,2425,0,3475,1050
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-08-2023,France,High,25,8,2023,3725,2600,0,3725,1125
MV7,Dynamic Microphone,Shure,174,199,01-08-2023,France,High,12,8,2023,2388,2088,0,2388,300
MV7,Dynamic Microphone,Shure,174,199,01-08-2023,Germany,High,28,8,2023,5572,4872,0,5572,700
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-08-2023,Canada,High,26,8,2023,4394,3068,0,4394,1326
NT1-A,Condenser Microphone,Rode,160,229,01-07-2023,Canada,None,27,7,2023,6183,4320,0,6183,1863
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,Germany,None,4,7,2023,676,472,0,676,204
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-07-2023,Germany,None,17,7,2023,2533,1768,0,2533,765
MV7,Dynamic Microphone,Shure,174,199,01-07-2023,United States of America,Low,25,7,2023,4975,4350,0,4975,625
NT1-A,Condenser Microphone,Rode,160,229,01-07-2023,France,Low,14,7,2023,3206,2240,0,3206,966
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,Mexico,Low,18,7,2023,3042,2124,0,3042,918
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,United States of America,Low,14,7,2023,2366,1652,0,2366,714
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,United States of America,Low,35,7,2023,5915,4130,0,5915,1785
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,France,Low,30,7,2023,5070,3540,0,5070,1530
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-07-2023,Mexico,Medium,17,7,2023,2533,1768,0,2533,765
NT1-A,Condenser Microphone,Rode,160,229,01-07-2023,United States of America,Medium,36,7,2023,8244,5760,0,8244,2484
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,Germany,Medium,35,7,2023,5915,4130,0,5915,1785
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-07-2023,France,Medium,17,7,2023,3383,1530,0,3383,1853
NT1-A,Condenser Microphone,Rode,160,229,01-07-2023,Germany,Medium,7,7,2023,1603,1120,0,1603,483
QuadCast S,Streaming Microphone,HyperX,97,139,01-07-2023,United States of America,Medium,4,7,2023,556,388,0,556,168
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-07-2023,Canada,Medium,38,7,2023,7562,3420,0,7562,4142
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-07-2023,Germany,Medium,13,7,2023,2587,1170,0,2587,1417
MV7,Dynamic Microphone,Shure,174,199,01-07-2023,Canada,Medium,8,7,2023,1592,1392,0,1592,200
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-07-2023,Canada,Medium,16,7,2023,2384,1664,0,2384,720
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-07-2023,France,High,6,7,2023,1194,540,0,1194,654
QuadCast S,Streaming Microphone,HyperX,97,139,01-07-2023,Mexico,High,6,7,2023,834,582,0,834,252
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-07-2023,United States of America,High,32,7,2023,4768,3328,0,4768,1440
MV7,Dynamic Microphone,Shure,174,199,01-07-2023,Germany,High,28,7,2023,5572,4872,0,5572,700
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,Canada,High,21,7,2023,3549,2478,0,3549,1071
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,Canada,High,40,7,2023,6760,4720,0,6760,2040
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,France,High,24,7,2023,4056,2832,0,4056,1224
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-07-2023,Mexico,High,14,7,2023,2786,1260,0,2786,1526
QuadCast S,Streaming Microphone,HyperX,97,139,01-07-2023,France,High,39,7,2023,5421,3783,0,5421,1638
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-07-2023,France,High,34,7,2023,5066,3536,0,5066,1530
NT1-A,Condenser Microphone,Rode,160,229,01-07-2023,Mexico,High,23,7,2023,5267,3680,0,5267,1587
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-07-2023,Mexico,High,6,7,2023,1014,708,0,1014,306
MV7,Dynamic Microphone,Shure,174,199,01-07-2023,Mexico,High,8,7,2023,1592,1392,0,1592,200
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-07-2023,United States of America,High,25,7,2023,4975,2250,0,4975,2725
QuadCast S,Streaming Microphone,HyperX,97,139,01-07-2023,Canada,High,9,7,2023,1251,873,0,1251,378
QuadCast S,Streaming Microphone,HyperX,97,139,01-07-2023,Germany,High,5,7,2023,695,485,0,695,210
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,France,None,22,6,2023,4378,3828,0,4378,550
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,Germany,None,9,6,2023,1791,1566,0,1791,225
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,Mexico,None,25,6,2023,4975,4350,0,4975,625
NT1-A,Condenser Microphone,Rode,160,229,01-06-2023,Canada,None,25,6,2023,5725,4000,0,5725,1725
NT1-A,Condenser Microphone,Rode,160,229,01-06-2023,France,None,19,6,2023,4351,3040,0,4351,1311
NT1-A,Condenser Microphone,Rode,160,229,01-06-2023,Germany,None,16,6,2023,3664,2560,0,3664,1104
NT1-A,Condenser Microphone,Rode,160,229,01-06-2023,Mexico,None,25,6,2023,5725,4000,0,5725,1725
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Canada,None,25,6,2023,4225,2950,0,4225,1275
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Germany,None,10,6,2023,1690,1180,0,1690,510
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,Germany,None,10,6,2023,1990,900,0,1990,1090
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,Germany,None,16,6,2023,3184,1440,0,3184,1744
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,France,None,22,6,2023,3058,2134,0,3058,924
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,Germany,None,9,6,2023,1251,873,0,1251,378
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-06-2023,France,None,19,6,2023,2831,1976,0,2831,855
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,United States of America,Low,7,6,2023,1183,826,0,1183,357
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,France,Low,8,6,2023,1352,944,0,1352,408
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,United States of America,Low,7,6,2023,973,679,0,973,294
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,France,Low,8,6,2023,1112,776,0,1112,336
NT1-A,Condenser Microphone,Rode,160,229,01-06-2023,United States of America,Low,11,6,2023,2519,1760,0,2519,759
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,United States of America,Low,11,6,2023,1859,1298,0,1859,561
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Mexico,Low,7,6,2023,1183,826,0,1183,357
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,Mexico,Low,7,6,2023,973,679,0,973,294
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,Germany,Low,7,6,2023,1393,1218,0,1393,175
NT1-A,Condenser Microphone,Rode,160,229,01-06-2023,France,Low,19,6,2023,4351,3040,0,4351,1311
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,France,Low,19,6,2023,3211,2242,0,3211,969
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Germany,Low,7,6,2023,1183,826,0,1183,357
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Germany,Low,16,6,2023,2704,1888,0,2704,816
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,Germany,Low,16,6,2023,2224,1552,0,2224,672
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,United States of America,Medium,10,6,2023,1990,1740,0,1990,250
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,United States of America,Medium,10,6,2023,1690,1180,0,1690,510
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,United States of America,Medium,6,6,2023,1014,708,0,1014,306
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,United States of America,Medium,6,6,2023,1194,540,0,1194,654
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,Canada,Medium,28,6,2023,5572,4872,0,5572,700
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,France,Medium,15,6,2023,2535,1770,0,2535,765
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,France,Medium,15,6,2023,2985,1350,0,2985,1635
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,Mexico,Medium,15,6,2023,2985,1350,0,2985,1635
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,Canada,Medium,28,6,2023,3892,2716,0,3892,1176
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,Mexico,Medium,15,6,2023,2085,1455,0,2085,630
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,Canada,Medium,11,6,2023,2189,990,0,2189,1199
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-06-2023,Canada,Medium,11,6,2023,1639,1144,0,1639,495
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,France,Medium,5,6,2023,995,870,0,995,125
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,France,Medium,5,6,2023,845,590,0,845,255
NT1-A,Condenser Microphone,Rode,160,229,01-06-2023,United States of America,Medium,13,6,2023,2977,2080,0,2977,897
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-06-2023,United States of America,Medium,13,6,2023,1937,1352,0,1937,585
NT1-A,Condenser Microphone,Rode,160,229,01-06-2023,Canada,Medium,7,6,2023,1603,1120,0,1603,483
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Germany,Medium,14,6,2023,2366,1652,0,2366,714
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Mexico,Medium,25,6,2023,4225,2950,0,4225,1275
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,United States of America,Medium,29,6,2023,5771,2610,0,5771,3161
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,Germany,Medium,23,6,2023,4577,2070,0,4577,2507
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,Germany,Medium,23,6,2023,3197,2231,0,3197,966
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-06-2023,Canada,Medium,7,6,2023,1043,728,0,1043,315
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-06-2023,United States of America,Medium,29,6,2023,4321,3016,0,4321,1305
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-06-2023,Germany,Medium,14,6,2023,2086,1456,0,2086,630
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-06-2023,Mexico,Medium,25,6,2023,3725,2600,0,3725,1125
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,Canada,Medium,11,6,2023,2189,1914,0,2189,275
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Canada,Medium,11,6,2023,1859,1298,0,1859,561
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Mexico,Medium,10,6,2023,1690,1180,0,1690,510
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-06-2023,Mexico,Medium,10,6,2023,1490,1040,0,1490,450
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,Mexico,High,9,6,2023,1791,1566,0,1791,225
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Mexico,High,9,6,2023,1521,1062,0,1521,459
MV7,Dynamic Microphone,Shure,174,199,01-06-2023,United States of America,High,26,6,2023,5174,4524,0,5174,650
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,United States of America,High,26,6,2023,3614,2522,0,3614,1092
NT1-A,Condenser Microphone,Rode,160,229,01-06-2023,Mexico,High,6,6,2023,1374,960,0,1374,414
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Canada,High,26,6,2023,4394,3068,0,4394,1326
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-06-2023,Canada,High,16,6,2023,2704,1888,0,2704,816
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,Canada,High,26,6,2023,5174,2340,0,5174,2834
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,France,High,12,6,2023,2388,1080,0,2388,1308
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-06-2023,Mexico,High,6,6,2023,1194,540,0,1194,654
QuadCast S,Streaming Microphone,HyperX,97,139,01-06-2023,Canada,High,16,6,2023,2224,1552,0,2224,672
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-06-2023,France,High,12,6,2023,1788,1248,0,1788,540
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,France,Low,10,5,2023,1690,1180,0,1690,510
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-05-2023,Mexico,Low,4,5,2023,796,360,0,796,436
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,France,Low,9,5,2023,1521,1062,0,1521,459
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,Germany,Low,17,5,2023,2873,2006,0,2873,867
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-05-2023,Germany,Low,23,5,2023,3427,2392,0,3427,1035
MV7,Dynamic Microphone,Shure,174,199,01-05-2023,Canada,Low,8,5,2023,1592,1392,0,1592,200
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,United States of America,Low,29,5,2023,4901,3422,0,4901,1479
QuadCast S,Streaming Microphone,HyperX,97,139,01-05-2023,France,Low,9,5,2023,1251,873,0,1251,378
MV7,Dynamic Microphone,Shure,174,199,01-05-2023,France,Medium,16,5,2023,3184,2784,0,3184,400
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,United States of America,Medium,23,5,2023,3887,2714,0,3887,1173
NT1-A,Condenser Microphone,Rode,160,229,01-05-2023,Germany,Medium,15,5,2023,3435,2400,0,3435,1035
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-05-2023,Germany,Medium,15,5,2023,2985,1350,0,2985,1635
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-05-2023,Canada,Medium,13,5,2023,2587,1170,0,2587,1417
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,Canada,Medium,17,5,2023,2873,2006,0,2873,867
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-05-2023,Canada,Medium,17,5,2023,2533,1768,0,2533,765
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,Canada,Medium,3,5,2023,507,354,0,507,153
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,Germany,Medium,11,5,2023,1859,1298,0,1859,561
NT1-A,Condenser Microphone,Rode,160,229,01-05-2023,France,Medium,17,5,2023,3893,2720,0,3893,1173
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-05-2023,Mexico,Medium,3,5,2023,597,270,0,597,327
QuadCast S,Streaming Microphone,HyperX,97,139,01-05-2023,Germany,Medium,9,5,2023,1251,873,0,1251,378
MV7,Dynamic Microphone,Shure,174,199,01-05-2023,Germany,Medium,7,5,2023,1393,1218,0,1393,175
NT1-A,Condenser Microphone,Rode,160,229,01-05-2023,United States of America,High,23,5,2023,5267,3680,0,5267,1587
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,Mexico,High,6,5,2023,1014,708,0,1014,306
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-05-2023,United States of America,High,8,5,2023,1592,720,0,1592,872
QuadCast S,Streaming Microphone,HyperX,97,139,01-05-2023,Mexico,High,3,5,2023,417,291,0,417,126
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-05-2023,Mexico,High,20,5,2023,2980,2080,0,2980,900
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-05-2023,France,High,14,5,2023,2086,1456,0,2086,630
QuadCast S,Streaming Microphone,HyperX,97,139,01-05-2023,Canada,High,21,5,2023,2919,2037,0,2919,882
NT1-A,Condenser Microphone,Rode,160,229,01-05-2023,Mexico,High,27,5,2023,6183,4320,0,6183,1863
MV7,Dynamic Microphone,Shure,174,199,01-05-2023,United States of America,High,17,5,2023,3383,2958,0,3383,425
NT1-A,Condenser Microphone,Rode,160,229,01-05-2023,Canada,High,2,5,2023,458,320,0,458,138
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-05-2023,United States of America,High,28,5,2023,4172,2912,0,4172,1260
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-05-2023,Mexico,High,29,5,2023,4901,3422,0,4901,1479
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-05-2023,France,High,28,5,2023,5572,2520,0,5572,3052
QuadCast S,Streaming Microphone,HyperX,97,139,01-05-2023,United States of America,High,18,5,2023,2502,1746,0,2502,756
QuadCast S,Streaming Microphone,HyperX,97,139,01-04-2023,Germany,None,28,4,2023,3892,2716,0,3892,1176
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-04-2023,United States of America,None,20,4,2023,2980,2080,0,2980,900
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-04-2023,Germany,None,42,4,2023,6258,4368,0,6258,1890
NT1-A,Condenser Microphone,Rode,160,229,01-04-2023,United States of America,Low,23,4,2023,5267,3680,0,5267,1587
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,United States of America,Low,45,4,2023,7605,5310,0,7605,2295
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-04-2023,France,Low,39,4,2023,7761,3510,0,7761,4251
QuadCast S,Streaming Microphone,HyperX,97,139,01-04-2023,Canada,Low,9,4,2023,1251,873,0,1251,378
MV7,Dynamic Microphone,Shure,174,199,01-04-2023,Canada,Low,7,4,2023,1393,1218,0,1393,175
MV7,Dynamic Microphone,Shure,174,199,01-04-2023,France,Low,42,4,2023,8358,7308,0,8358,1050
MV7,Dynamic Microphone,Shure,174,199,01-04-2023,Germany,Low,26,4,2023,5174,4524,0,5174,650
QuadCast S,Streaming Microphone,HyperX,97,139,01-04-2023,Mexico,Low,19,4,2023,2641,1843,0,2641,798
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-04-2023,Canada,Low,39,4,2023,7761,3510,0,7761,4251
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,Germany,Low,14,4,2023,2366,1652,0,2366,714
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-04-2023,Mexico,Low,11,4,2023,1639,1144,0,1639,495
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,Mexico,Medium,16,4,2023,2704,1888,0,2704,816
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,France,Medium,38,4,2023,6422,4484,0,6422,1938
NT1-A,Condenser Microphone,Rode,160,229,01-04-2023,Mexico,Medium,10,4,2023,2290,1600,0,2290,690
QuadCast S,Streaming Microphone,HyperX,97,139,01-04-2023,France,Medium,17,4,2023,2363,1649,0,2363,714
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,Germany,Medium,13,4,2023,2197,1534,0,2197,663
QuadCast S,Streaming Microphone,HyperX,97,139,01-04-2023,France,Medium,6,4,2023,834,582,0,834,252
NT1-A,Condenser Microphone,Rode,160,229,01-04-2023,Canada,Medium,38,4,2023,8702,6080,0,8702,2622
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,United States of America,Medium,37,4,2023,6253,4366,0,6253,1887
QuadCast S,Streaming Microphone,HyperX,97,139,01-04-2023,United States of America,Medium,14,4,2023,1946,1358,0,1946,588
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-04-2023,Mexico,Medium,26,4,2023,5174,2340,0,5174,2834
MV7,Dynamic Microphone,Shure,174,199,01-04-2023,United States of America,High,35,4,2023,6965,6090,0,6965,875
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-04-2023,Germany,High,5,4,2023,995,450,0,995,545
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-04-2023,Canada,High,35,4,2023,5215,3640,0,5215,1575
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,France,High,25,4,2023,4225,2950,0,4225,1275
NT1-A,Condenser Microphone,Rode,160,229,01-04-2023,France,High,18,4,2023,4122,2880,0,4122,1242
MV7,Dynamic Microphone,Shure,174,199,01-04-2023,Mexico,High,26,4,2023,5174,4524,0,5174,650
NT1-A,Condenser Microphone,Rode,160,229,01-04-2023,Germany,High,12,4,2023,2748,1920,0,2748,828
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-04-2023,United States of America,High,6,4,2023,1194,540,0,1194,654
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,Canada,High,16,4,2023,2704,1888,0,2704,816
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,Mexico,High,25,4,2023,4225,2950,0,4225,1275
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-04-2023,Canada,High,7,4,2023,1183,826,0,1183,357
NT1-A,Condenser Microphone,Rode,160,229,01-03-2023,Germany,None,9,3,2023,2061,1440,0,2061,621
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-03-2023,Germany,None,22,3,2023,4378,1980,0,4378,2398
QuadCast S,Streaming Microphone,HyperX,97,139,01-03-2023,Canada,Low,13,3,2023,1807,1261,0,1807,546
MV7,Dynamic Microphone,Shure,174,199,01-03-2023,Mexico,Low,12,3,2023,2388,2088,0,2388,300
NT1-A,Condenser Microphone,Rode,160,229,01-03-2023,Mexico,Low,22,3,2023,5038,3520,0,5038,1518
QuadCast S,Streaming Microphone,HyperX,97,139,01-03-2023,Germany,Low,3,3,2023,417,291,0,417,126
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-03-2023,Germany,Low,3,3,2023,447,312,0,447,135
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-03-2023,Mexico,Low,11,3,2023,1639,1144,0,1639,495
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,Canada,Low,18,3,2023,3042,2124,0,3042,918
NT1-A,Condenser Microphone,Rode,160,229,01-03-2023,Canada,Low,20,3,2023,4580,3200,0,4580,1380
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,Germany,Low,8,3,2023,1352,944,0,1352,408
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-03-2023,United States of America,Low,15,3,2023,2985,1350,0,2985,1635
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,United States of America,Medium,30,3,2023,5070,3540,0,5070,1530
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,France,Medium,24,3,2023,4056,2832,0,4056,1224
MV7,Dynamic Microphone,Shure,174,199,01-03-2023,United States of America,Medium,18,3,2023,3582,3132,0,3582,450
NT1-A,Condenser Microphone,Rode,160,229,01-03-2023,France,Medium,25,3,2023,5725,4000,0,5725,1725
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,Mexico,Medium,11,3,2023,1859,1298,0,1859,561
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-03-2023,Canada,Medium,6,3,2023,1194,540,0,1194,654
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,United States of America,Medium,10,3,2023,1690,1180,0,1690,510
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-03-2023,France,Medium,20,3,2023,3980,1800,0,3980,2180
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,France,High,20,3,2023,3380,2360,0,3380,1020
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-03-2023,United States of America,High,30,3,2023,4470,3120,0,4470,1350
QuadCast S,Streaming Microphone,HyperX,97,139,01-03-2023,United States of America,High,16,3,2023,2224,1552,0,2224,672
MV7,Dynamic Microphone,Shure,174,199,01-03-2023,Germany,High,8,3,2023,1592,1392,0,1592,200
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,Mexico,High,11,3,2023,1859,1298,0,1859,561
NT1-A,Condenser Microphone,Rode,160,229,01-03-2023,United States of America,High,7,3,2023,1603,1120,0,1603,483
QuadCast S,Streaming Microphone,HyperX,97,139,01-03-2023,France,High,15,3,2023,2085,1455,0,2085,630
MV7,Dynamic Microphone,Shure,174,199,01-03-2023,Canada,High,9,3,2023,1791,1566,0,1791,225
MV7,Dynamic Microphone,Shure,174,199,01-03-2023,France,High,18,3,2023,3582,3132,0,3582,450
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,Canada,High,24,3,2023,4056,2832,0,4056,1224
QuadCast S,Streaming Microphone,HyperX,97,139,01-03-2023,Mexico,High,29,3,2023,4031,2813,0,4031,1218
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-03-2023,Canada,High,9,3,2023,1341,936,0,1341,405
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-03-2023,Germany,High,12,3,2023,2028,1416,0,2028,612
AudioBox USB 96 Studio,Recording Bundle,PreSonus,90,199,01-03-2023,Mexico,High,5,3,2023,995,450,0,995,545
Arctis 7P+,Wireless Gaming Headset,SteelSeries,104,149,01-03-2023,France,High,25,3,2023,3725,2600,0,3725,1125
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,Canada,None,3,2,2023,507,354,0,507,153
Scarlett 2i2,Audio Interface,Focusrite,118,169,01-02-2023,Mexico,None,10,2,2023,1690,1180,0,1690,510
